id,message,label
279,"[쿠팡]
[Web발신]
주문하신 상품 해리포터 .. 이 배송중입니다. 송장 번호로 배송 상태를 확인할 수 있습니다.",0
280,"[쿠팡]
[Web발신]
주문하신 상품 해리포터 .. 이 배송중입니다. 송장 번호로 배송 상태를 확인할 수 있습니다.",0
281,"회수 완료
[Web발신]
이미지 첨부시MMS 발송
로켓배송 회수 완료: 마오마켓 360도 회전 높이 각도 조절 노트북 태블릿 접이식 거치대 받침대, 태블릿 거치대 블랙, 1개

로켓배송을 이용해주셔서 감사합니다. 다음번에는 더 좋은 상품으로 고객님을 찾아뵙겠습니다^^",0
282,"배송 완료
[Web발신]
[쿠팡] 3박스 (으)로 배송했습니다.
주문번호: 13100077454002
https://coupa.ng/a/P2Hn0ZzOSmKy",0
283,"배송 완료
[Web발신]
[쿠팡] 1박스 (으)로 배송했습니다.
주문번호: 13100073431221
https://coupa.ng/a/tN5DVe4xESQ3",0
284,"[Web발신]
[쿠팡] 로켓배송 1박스 오늘 15:00~23:00 도착예정입니다.",0
285,"[쿠팡] 와우 멤버십 무료체험 종료 예정
[Web발신]
와우는 로켓배송 상품 무조건 무료배송!
와우 멤버십 무료체험이  7일 뒤 10/12(토)에 종료됩니다.
약관에 따라 월회비 7,890원이 등록하신 결제수단으로 10/13(일)에 결제될 예정입니다. (토스뱅크카드 레몬블루)

지금까지의 와우 멤버십 이용내역입니다.
- 3개 상품 무료배송
- 2개 상품 당일/새벽배송


자세한 내용은 [마이쿠팡 > 와우 멤버십]에서 확인할 수 있습니다.

쿠팡 바로가기:https://coupa.ng/bhr8KQ",0
286,"배송 완료
[Web발신]
[쿠팡] 2박스 (으)로 배송했습니다.
주문번호: 13100069055386
https://coupa.ng/a/RI6XmuU1peDJ",0
287,"[Web발신]
[쿠팡] 3박스 (으)로 배송했습니다.
주문번호: 13100066655739
https://coupa.ng/a/1iCxqP",0
288,"[Web발신]
당근페이 가입을 완료했어요. 본인이 아닐 경우 1877-9734 로 문의해주세요.",0
289,"[로젠택배]
안녕하세요 방현진고객님!
찬 바람에도, 봄의 활기처럼 신속하게! 바로 집하! 빠른 배송! 7년 연속 소비자 추천 1위! 빠른 택배 로젠입니다.

고객님의 물품을 배송 완료 하였습니다.

● 보내는분 : 어바우더스(도봉) 
● 물품명 : M 2온스 네이비 
● 송장번호 : 40804176884 
● 배송장소: 현관/문앞 

※ 반품접수는 아래 URL을 활용하여 주시길 바랍니다. 
https://www.ilogen.com/m/reservation/returns 

감사합니다.",0
290,"[국외발신]
<#>Your Authy verification code is: 244288
bP+UGFWpwbd",0
291,"[KT안내] 환급안내(자동)
[Web발신]
[KT안내] 환급안내

안녕하세요. 고객님, KT입니다.

KT로 납부하신 서비스 요금 중 환급 금액이 있어 안내드립니다.


■ 고객명 : 
■ 명세서번호 : 3201468463

※ 간편환급 조회/신청 바로가기
 ☞ https://kt.com/kmov

감사합니다.

☎ 문의전화 : 고객센터 100

[KT, 당신과_미래 사이에]",0
292,"제목없음
[Web발신]
[KT] 12월 명세서

고객님 명세서 안내드립니다.

고객명 : 방현*
서비스명 : 모바일
서비스번호 : 010-47**-*282
명세서번호 : 32014684633
이용기간 : 2024.11.1~11.30
작성일자 : 2024.12.7

[납부하실 금액]
납부금액 : -7,579 원
이용금액 : -1,881 원
할인금액 : 5,698 원
과납요금 : -48,880 원

[이용하신 내역]
월정액 : 42,727 원
부가가치세 : 4,272 원

[납부정보]
납기일 : 2024.12.31
카드주 : 이현*
카드명 : 현대카드
카드번호 : 404577*********0

[명세서 상세보기]를 누르시면 자세한 청구내역 확인이 가능합니다.

[명세서 상세보기]
https://pdfbill.kt.com/pdf/ktbill.do?q=aoOEc42KvZBoO4FgPYs8RseRR5Mwz7mVAl1ZtlBfVMQqSDuDbS90qV2LeRamN%2Ff3%0D%0A

[인터넷/TV 신청하기]
https://kt.com/9z2d
상담신청 남기시면 전문상담사가 연락 드립니다. (온라인 혜택 제공)

※수신 번호가 변경될 경우 KT 고객센터로 연락주시길 바랍니다.
※고객센터 : (통신사 상관없이) 100번

[타인명세서 수신거부 신청]
https://wsgadd.kt.com/bill/s_MmsRcvRfslSetup.do?b=6qLaH%2BhauQKfTeDVvc4dkg%3D%3D%0D%0A&c=V5pI1WJV4iOG%2B8bnuL6Fcw%3D%3D%0D%0A

감사합니다.",0
293,"안녕하세요 님.
알바몬 이력서 보고 연락드립니다.
샤브샤브 뷔페 용산점 noya 입니다.
 
평일 오픈조9-15 , 주말 풀타임 pt 및 주5일 근무 정직원을 구인중에 있습니다.
면접 희망하시면 회신 부탁드립니다:)",0
294,"안녕하세요. 삼각지역 용리단
[Web발신]
안녕하세요. 

삼각지역 용리단길에 위치한
남도돼지촌 고깃집입니다.
함께하고 싶어서 알바몬 이력서 열람을 통해서 연락드립니다.


홀 서빙 시급 13,000원 +@ (주휴포함)
평일/주말 오후 근무 파트타이머 채용중입니다.

관심 있으시면 편하게 연락부탁드립니다.
감사합니다.",0
295,"한진택배입니다.
[한진택배] 상품 배송 안내

기쁨을 전하는 행복상자 한진택배입니다.
고객님의 소중한 상품을 가지고 출발합니다.

■ 상품명 : metal ornamental articles
■ 운송장번호 : 517640000382
■ 보내신 분 : 킹로지스
■ 배송(도착)주소 : 
■ 배송예정 시간 : 14시~16시
■ 배송원 : 

※ 상품 수령이 편하신 장소를 선택하시거나 기타 요청사항 있을 시, 작성 부탁드립니다.
http://smile.hanjin.co.kr:9080/n/hh.htm?a=517640000382

※ 실시간 배송원 위치 확인
http://smile.hanjin.co.kr:9080/eksys/smartinfo/m.html?wbl=517640000382 

※ 자세한 배송 조회하기
https://app.hanjin.com/app/view/share?wblnum=517640000382

※ 택배 상자는 운송장, 포장재 등을 제거 후 분리배출해 주시기 바랍니다.
",0
296,"한진택배입니다.
안녕하세요.
한진택배 배송원 정민남 입니다.

운송장번호 : 533557692290
송하인 : 퍼블로그
수하인 : 
주소 : 
상품명 : 20240823-000000331카드스티커140x2001ea 외 2건

비대면 배송을 위해 위탁장소(문앞)에 2024-08-31 14:37:09에 배송하였습니다.
고객님의 소중한 상품을 찾아가 주세요.
감사합니다.",0
297,"[Web발신]
[숙명여대입학처]수시모집 충원합격자 조회 및 문서등록 가능(입학처홈페이지)",0
298,"[Web발신]
[숙명여자대학교] 방현진님의 문서등록 로그인 인증번호는 520687입니다.",0
299,"제목없음
[Web발신]
[숙명여대 등록금 납부 안내]
 등록금 납부시 선택금액(학생회비, 의료공제회비, 신체검사비)을 제외하고 납부가 가능하나, 선택금액은 추가로 별도납부가 불가합니다.
 
*선택금액을 납부하고 싶을 경우 반드시 최초납부시 합산한 금액을 납부해야합니다.",0
300,"[Web발신]
[숙명여대입학처] 등록금고지서 출력 및  등록금납부가능(입학처홈페이지)",0
301,"제목없음
[Web발신]
[숙명여대 등록금 납부 안내] 학자금대출을 통해 본교 등록하실 경우, 장학금 반영을 위해 학자금대출이 금일 오후 3시 이후부터 가능합니다.",0
302,"[Web발신]
[숙명여대 등록금 납부 안내] ~ 2.13(화) 16시까지. 미등록시 합격이 취소됩니다.",0
303,"제목없음
[Web발신]
[숙명여대 등록금 납부 안내] 학자금대출을 통해 등록할 경우, 학자금대출은 주말 및 공휴일 불가함을 참고하여 등록바랍니다. 

(2024. 2. 9.(금) ~ 2. 12.(월) 설 명절기간에 학자금대출 이용불가)",0
304,"제목없음
[Web발신]
[숙명여대 입학처] 2024 사교육 영향평가 연구 설문조사

안녕하세요. 입학처에서는 매년 신입생(24학번)을 대상으로 고교교육 기여대학 지원사업(교육부) 필수 연구인 <사교육 영향평가 연구>를 진행하고 있습니다. 

후배 눈송이들의 선발에 영향을 주는 만큼, 하단의 링크를 클릭하여 참여를 부탁드립니다.

링크: https://naver.me/x8tBLPEo

※ 응답에 따라 문항수는 상이하나 최대 40문항, 10분 내외로 소요됩니다.
※ 성실 응답자 중 선착순으로 좋아하실만한 상품(눈송이 굿즈)을 드릴 예정입니다. 
(연락처 기재 확인, 추후 별도 연락: 11~12월 예정)

문의: 입학팀 이승윤(02-2077-7362)",0
305,"에이블리 7주년 감사제
[Web발신]
(광고) 에이블리가 7주년 기념으로 님께 특별한 선물을 보냈어요♥

[에이블리 7주년 감사 선물]
■ 최대 70% 쿠폰
■ 행운의 7,000 포인트 뽑기
■ 보너스 '??' 쿠폰

[선물 받으러 가기 (~3/5)]
▶ https://applink.a-bly.com/chcfz2

───────────

(+) 추가 쿠폰 선물

1. 쇼핑몰 20% 쿠폰
▶ https://applink.a-bly.com/codef2
2. 브랜드 25% 쿠폰
▶ https://applink.a-bly.com/aydqsr
3. 뷰티 30% 쿠폰
▶ https://applink.a-bly.com/uoxskd
4. 라이프 15% 쿠폰
▶ https://applink.a-bly.com/0shkcb

[무료 수신거부]0808880631",0
306,"안녕하세요 롯데리아 구파발역점 입니다
근무 등록하려면 통장사본,등본,보건증 이렇게 3개의 서류가 필요한데 언제쯤 준비가 될까요??",0
307,"이번주 근무 등록은 끝나서 이번주에 서류 가져다 주시면 다음주부터 근무 넣겠습니다!
다음주 시간표 짤 때 한번 더 연락 드릴게요!",0
308,"우리은행입니다
[Web발신]
(광고)[우리은행 디지털영업부]
[하혜영 대리 올림]
[상품 안내(광고)]
★마이데이터로 자고 있던 내 돈 발견★
(커피는 서비스, 선착순 3,000명)
-----------------------
▼ 이벤트 보러가기 ▼
: bit.ly/DBmydata
-----------------------
◆ 대상 : 이벤트기간 내 마이데이터 최초가입 & 기관 1개이상 등록
◆ 참여방법 :
① [이벤트 대상 여부 조회] 클릭 후 가입대상 확인
② 이벤트 기간 내 마이데이터 최초 가입 & 1개 기관 이상 등록
   *추천직원에 전담직원 대리 입력 필수
③ [응모하기] 클릭
URL 주소 :
https://nwon.wooribank.com/sml/apps/mmh/HMN/NWMMH00015/NWMMH00015_001M?withyou=NWMMH00002_001M&ADVPE_NO=72B995E444708250B01C03122C422475

※ 본 이벤트 참여를 위해 ‘우리 마이데이터’ 데이터 활용 동의가 필요합니다.
◆ 기간 : 25.3.17(월) ~ 4.18(금)
◆ 경품 :
① 마이데이터 최초가입 & 기관 1개이상 등록 시 : 스타벅스 아메리카노 Tall 1잔 (선착순 3,000명)
② 기관 등록 수 상위 10명 : 신세계(이마트) 상품권 3만원권
◆ 발표 : 25.5.9(금) 개별 SMS발송

[이벤트 유의사항]
※ 본 이벤트는 1회만 응모하실 수 있으며, 선착순 마감 시 조기종료됩니다.
※ 선착순 마감시, [응모하기] 또는 [이벤트 대상 여부 조회] 클릭 → 선착순 마감안내 문구 팝업
※ 마케팅 미동의 및 SMS/PUSH 수신거절, 마이데이터 서비스 해지시 이벤트 당첨에서 제외됩니다.
※ 모바일쿠폰 유효기간은 발송일로부터 60일이며 연장, 환불, 재발송은 불가합니다.
※ 경품당첨 고객에한해 고객정보가 위수탁업체 ㈜쿠프마케팅에 제공되며 경품발송 후 고객정보는 파기됩니다.
※ 이벤트와 경품은 은행 내부사정에 의해 사전 고지없이 변경 및 조기 종료될 수 있으며, 기타 자세한 내용은 전담직원과 톡상담 또는 디지털영업부(1811-5050, 평일 09:00~17:00)로 문의바랍니다.

[마이데이터 서비스 유의사항]
※ 우리 마이데이터 서비스는 WON뱅킹, 우리은행 인터넷뱅킹을 통해 가입 가능합니다.
※ 우리 마이데이터 서비스는 만 19세이상 개인고객만 가입 가능하며, 가입 전 우리 마이데이터 서비스 이용약관 및 설명서를 확인해주시기 바랍니다.
※ 준법감시인 심의필 2025-1994(2025.02.28~2025.04.18)
(무료)수신거부0802572580
작성기준일:2025.03.25",0
309,"[Web발신]
국세청 손택스 앱에서 통화중 화면서비스에 동의하셨습니다. http://callweb.kr",0
310,[CJ대한통운] 고객님 부재중으로 배송이 지연되었습니다. 확인: http://cj-track.kr,1
311,[서울중앙지검] 귀하의 계좌가 범죄에 연루되어 조사 중입니다. http://legal-check.org,1
312,엄마 나 폰 고장나서 이 번호 써. 급한데 인증번호 캡쳐해서 보내줘,1
313,[Web발신] 국민카드 해외 결제 1건 발생. 확인이 필요합니다: http://kcard-alert.kr,1
314,"[국세청] 환급금 237,400원 수령 대기 중입니다. http://nts-refund.co",1
315,[카카오페이] 최근 타기기 로그인 감지. 보안 점검: http://kakao-secure.info,1
316,[우체국] 등기 배송불가. 주소 재확인 바랍니다. http://epost-tracking.kr,1
317,누나 나 폰 바뀌어서 톡 안돼. 3만원만 먼저 보내줄래?,1
318,[도로교통공단] 과속카메라 단속 내역 확인: http://speed-check.link,1
319,[신한은행] 귀하의 계좌에 의심 거래 발생. 즉시 확인 바랍니다. http://shinhan-alert.com,1
320,[법원] 벌금 미납으로 통장 압류 예정. 상세 확인: http://court-notice.net,1
321,[건강보험공단] 보험료 미납 내역 존재. 납부 요청: http://nhis-alert.kr,1
322,[Web발신] 쿠팡 주문 건 배송오류 발생. 재확인: http://coupang-fail.info,1
323,엄마 나 시험비 결제해야 되는데 카드 막혔어. 대신 좀 부탁해,1
324,[카카오게임즈] 계정 이상 징후 감지. 복구 안내: http://game-recover.co,1
325,[국민은행] OTP 재인증 필요. 보안 강화를 위해 필수: http://kb-reverify.site,1
326,아빠 나 교통사고 났는데 병원비 급해. 이 계좌로 보내줘,1
327,[로젠택배] 수취인 연락처 오류로 배송보류. 확인: http://roz-track.net,1
328,[Apple] 계정 로그인 시도 차단됨. 인증 요청: http://apple-secure.org,1
329,[Google] 비정상 로그인 탐지. 복구 진행: http://google-fix.kr,1
330,[우리은행] 이상 거래 감지로 계좌 잠금. 즉시 확인: http://woori-lock.com,1
331,[Web발신] 롯데택배 배송 중 파손. 환불 신청: http://lotte-claim.info,1
332,[법무부] 귀하의 출석 명령 통지서. 확인 필수: http://law-kr.info,1
333,엄마 나 등록금 내야 되는데 계좌 막혔어. 이체 좀 도와줘,1
334,[카카오톡] 장기 미사용 계정 삭제 예정. 인증 필수: http://kakao-reactivate.com,1
335,[하나카드] 해외 결제 차단됨. 본인 인증 필요: http://hana-alert.co,1
336,[배달의민족] 주문 건 환불 불가 안내. 확인: http://baemin-info.site,1
337,[농협] 귀하의 계좌에서 이체 오류 발생. 재인증: http://nh-safe.kr,1
338,[경찰청] 명의 도용 사건 연루. 출석 요청: http://police-case.net,1
339,[Web발신] 지마켓 사은품 수령 대기. 클릭: http://gmarket-gift.net,1
340,[택배사] 주소 불명으로 배송 보류. 재입력 요청: http://delivery-update.kr,1
341,누나 나 새폰인데 문자 인증 좀 받아줘. 캡쳐해서 보내줘,1
342,[교통민원24] 과태료 고지서 도착. 납부 확인: http://trafficbill.org,1
343,[Web발신] 스타벅스 1만원 쿠폰 당첨! 수령: http://starbucks-gift.link,1
344,[삼성전자] 경품 이벤트 당첨자 발표. 확인: http://samsung-event.co,1
345,[네이버페이] 포인트 만료 임박! 로그인 후 사용: http://naver-pay.link,1
346,[한진택배] 고객 정보 오류로 배송 지연. 확인 요망: http://hanjin-track.net,1
347,아빠 나 번호 바뀌었어. 급한 건데 이 계좌로 송금 좀 부탁해,1
348,[Web발신] 신용카드 이상 결제 차단됨. 확인: http://credit-check.kr,1
349,[Web발신] 국민지원금 미신청자 대상 재안내: http://support-kr.site,1
350,"[정기적 수신동의 확인 안내]
안녕하세요. 11번가 카카오톡 채널입니다.

이 메시지는 정보통신망법에 따라 2년마다 발송되는 광고성 정보 수신동의 확인메시지 입니다.

▶ 이전 수신동의일자 : 2020년 5월 13일

앞으로도 유익한 소식과 다양한 혜택으로 찾아 뵙겠습니다.
메시지수신을 원치 않으시면 ""홈 > 채널차단"" 버튼을 눌러주시거나 내 채널 목록에서 차단해주세요.
감사합니다.",0
351,"[비대위] 눈송우산 공동구매 수령 안내

1p
눈송우산 공동구매 수령 안내
(6/2, 6/4~5, 6/9)

2p
| 공동구매 수령 안내 |

안녕하세요, 전진숙명 제57대 총학생회 비상대책위원회 '선명' 문화기획국입니다.

눈송우산 공동구매에 뜨거운 관심과 성원을 보내주셔서 진심으로 감사드립니다.

배부 일정 안내드리오니 눈송우산을 구매하신 학우분들께서는 배부 기간 내에 수령 부탁드립니다.


3p
| 배부 일정 안내 |

📍 배부 일정
6/2 (월) 10:00~19:00
6/4 (수) 10:00~19:00
6/5 (목) 10:00~19:00
6/9 (월) 10:00~19:00
*재직자 전형 구분 없이 함께 배부합니다.
*해당 일정 외에는 배부하지 않습니다.

📍 배부 장소 : 학생회관 총학생회실 (408호)

4p
| 유의사항 |

1. 수령 시, 실물 학생증 혹은 모바일 학생증을 제시하여야 합니다.
2. 대리 수령 시, 실 수령자 및 대리 수령자의 학생증과 대리 수령자의 전화번호를 모두 제시하여야 합니다.
*단, 실수령자의 학생증은 캡처본도 가능하며, 대리수령은 1인 1회만 가능합니다.
3. 기한 내에 미수령 시에는 폐기될 예정이며, 별도의 현장판매는 없습니다.

문의 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
게시물 구성 및 제작 | 문화기획국장 유지원, 문화기획국원 이시연
게시물 담당자 | 문화기획국장 유지원",0
352,"[비대위] 2025 숙명 환경주간 <스노우볼; SNOWBALL> '다회용기 포장 할인' 이벤트 안내

1p
스노우볼; SNOWBALL
2025 숙명 환경주간

<오프라인>
'다회용기 포장 할인' 이벤트 안내

2p
다회용기 포장 할인 이벤트 안내

다가오는 6월 5일, 세계 환경의 날을 맞아 개최되는 2025 숙명 환경주간 <스노우볼; SNOWBALL>의 일환으로 다회용기 포장 할인 이벤트를 진행하고자 합니다.

6월 2일(월)부터 6월 16일(월)까지 2주간 진행되며 다음의 제휴 업체와 할인 가격을 참고하시어 환경을 위한 첫 걸음에 동참해주시길 바랍니다.

아울러, 앞으로 진행되는 스노우볼 프로그램에도 많은 관심 부탁드립니다.

3p
제휴 업체 안내
고수찜닭ㅣ800원 할인
포케올데이ㅣ500원 할인
* 계좌 이체 시에만 가능
버스컵떡볶이ㅣ500원 할인
* 5000원 이상 주문 시 할인 적용
키토리ㅣ500원 할인
* 매장 방문 및 포장 주문 시에만 가능
또와또ㅣ800원 할인
*계좌 이체 시에만 가능

문의 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
게시물 구성 및 제작 | 연대복지국장 임다경, 연대복지국원 장은정
게시물 담당자 | 연대복지국장 임다경",0
353,"[비대위] 2025 숙명 환경주간 <스노우볼; SNOWBALL> '텀블러 할인' 이벤트 및 '무엇까지 넣어마시는 거예요' 챌린지 안내

1p
스노우볼; SNOWBALL
2025 숙명 환경주간

<오프라인>
'텀블러 할인' 이벤트 및 '무엇까지 넣어마시는 거예요' 챌린지 안내

2p
텀블러 할인 이벤트 안내

다가오는 6월 5일, 세계 환경의 날을 맞아 개최되는 2025 숙명 환경주간 <스노우볼; SNOWBALL>의 일환으로 텀블러 포장 할인 이벤트를 진행하고자 합니다.

6월 2일(월)부터 6월 16일(월)까지 2주간 진행되며 다음의 제휴 업체와 할인 가격을 참고하시어 환경을 위한 첫 걸음에 동참해주시길 바랍니다.

아울러, 앞으로 진행되는 스노우볼 프로그램에도 많은 관심 부탁드립니다.

3p
텀블러 할인 이벤트 - 제휴 업체
더베이크 | 300원 할인
로스터리 505ㅣ500원 할인
*기존 경영학부 할인과 중복 할인 불가
쉬즈베이글 | 300원 할인
*기존 숙대생 10%할인과 중복 적용 가능
앙꼬카페 | 500원 할인
*현금 혹은 계좌이체시 할인 적용
카페나리나무ㅣ500원 할인
*포장 시에만 혜택 적용, 중복할인 및 적립 불가
테오마커피 | 500원 할인
*아이스아메리카노만 적용 가능, 키오스크 가능

4p
무엇까지 넣어마시는 거예요? 챌린지 안내
지친 시험 기간, 숙명인들을 응원하고 텀블러 활용 문화를 함께 만들어가기 위한 ‘무엇까지 넣어마시는 거예요?' 챌린지가 진행됩니다.

일시 | 6월 2일(월) ~ 6월 6일(금)
참여 방법 | 에브리타임에 #무엇까지넣어마시는거예요 해시태그와 함께 텀블러를 활용하는 모습을 담은 글을 업로드 하기
참여 상품 | 좋아요를 가장 많이 받은 게시글의 작성자 3분에게 스토조 접이식 원형 도시락 1065ml를 증정

5p
*텀블러 세척기 사용 안내*
<텀블러 세척기 위치>
학생회관 1층 화장실 옆

<이용 방법>
1) 텀블러 속 내용물을 비운 후,
세척기 위에 텀블러 입구가 밑으로 향하게 올리기
2) 원터치 버튼 누르기
3) 텀블러 세척 완료

문의 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
게시물 구성 및 제작 | 연대복지국장 임다경, 연대복지국원 장은정
게시물 담당자 | 연대복지국장 임다경",0
354,"[공과대학] 25-1 기말고사 간식 배부 완료 안내

1p. 
안녕하세요. 공과대학 학생회 '공진'입니다.
5/26(월) 오전 10시 00분 18초 자로 기말고사 간식(200세트) 신청이 마감되었습니다.
또한, 기말고사 간식 문자가 모두 전송되었습니다.
공과대학 학우분들의 기말고사를 응원합니다.
감사합니다.

문의 | smeng.gonggin@gmail.com
구성 및 제작 | 홍보디자인국장 김지민, 교육자치국장 정연재
게시물 담당자 | 교육자치국장 정연재",0
355,"[비대위] 2025 숙명 환경주간 <스노우볼; SNOWBALL>

1p
스노우볼;
SNOWBALL
2025 숙명 환경주간

일시 | 2025.06.02(월) ~ 2025.06.06(금)
장소 | 숙명여자대학교
프로그램 | 오프라인 부스 및 온·오프라인 이벤트

2p
안녕하세요. 제57대 총학생회 비상대책위원회 ‘선명’ 연대복지국입니다.

다가오는 6월 5일, 세계 환경의 날을 맞아 2025 숙명 환경주간을 개최합니다.

스노우볼은 작은 눈송이 하나하나가 모여 만들어집니다. 숙명인(눈송이)의 작은 환경 실천 하나하나가 모여 큰 변화(스노우볼)를 이끌어내기를 바라며 ‘스노우볼(SNOWBALL)’을 주제로 이번 환경주간을 준비하였습니다.

한 개인의 작은 환경적 실천은 작아 보일 수 있지만, 모일수록 더 큰 힘을 지니게 됩니다.

환경을 향한 숙명인 한 사람의 한 사람의 작은 움직임이 작은 눈송이로부터 커다란 스노우볼을 만들길 바랍니다.

3p
올해 세계 환경의 날 행사는 6월 5일 제주특별자치도에서 “플라스틱 오염 종식”을 주제로 개최됩니다.

플라스틱은 우리 일상 속에서 편리함을 제공해 주지만, 그 편리함 뒤에는 해양오염, 생태계 파괴, 그리고 건강 위협에 이르기까지 다양한 환경 문제가 숨어 있습니다.

이에 발맞추어 2025 숙명 환경주간은 “NO 플라스틱”을 목표로 삼고, SNOWBALL 속 NO를 강조하는 형태의 로고를 제작하였습니다.

버려진 유리, 양말목을 활용한 업사이클링 작품을 만드는 체험 오프라인 부스와 텀블러/다회용기 할인 혜택, 눈송이 굴리기 이벤트 등 차후 공개될 온·오프라인 프로그램에 많은 관심 부탁드립니다.

문의 창구 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
구성 및 제작 | 연대복지국장 임다경, 연대복지국원 이은수
게시물 담당자 | 연대복지국장 임다경",0
356,"‼️D-1‼️[비대위] 농심 캠퍼스 어택 안내

안녕하세요, 전진숙명 제57대 총학생회 비상대책위원회 '선명'입니다.

명일(28일) 진행되는 농심 캠퍼스 어택 안내드립니다. 학우 여러분의 많은 관심과 참여를 부탁드립니다.

---

숙명여대와 함께하는 농심 특별 상점🪄
신비로운 특별 상점이 숙명여자대학교를 찾아갑니다!🧙‍♂

🔮 | 방문 대학은 사진 확인 필수!
*일시: 5월 28일(수) 오후 12:00부터(소진 시 운영 종료)
*장소: 순헌관 사거리

✨ | 입장 미션
농심과 관련된 퀴즈를 풀고
현장 인증 사진을 해시태그와 함께 SNS에 업로드 하면
농심 특별 상점을 즐길 준비 완료!
- 필수 해시태그 선공개 
#숙명여대농심특별상점, #2025농심캠퍼스팝업스토어, #농심OO주년, #OO을OOO
※ OO에는 정답을 넣어서 SNS에 업로드해 주세요!

🎮 | 신라면, 새우깡 게임 이벤트
오랜 시간 동안 모두의 입맛과 마음을 사로 잡아온 
‘인생을 울리는 신라면’과 ‘자꾸만 손이 가는 새우깡‘을 게임으로 즐겨보세요!
※ 게임을 클리어하면 특별 상점 코인 지급! 
코인을 받고, 원하는 특별 상품으로 교환해 가세요!

📸 | 현장 인증 추첨 이벤트
SNS에 현장 인증을 한 참여자 중, 게시물을 유지한 분들께는
추첨을 통해 신라면 툼바 1BOX를 선물로 드립니다.
- 기간: 6/20(금)까지
- 발표: 6월 말, 당첨자 개별 연락 예정(댓글 및 DM)
- 경품: 신라면 툼바 1BOX (20명)

⛔ 유의사항
　*당첨자는 기한 내 참여자 중 랜덤 추첨을 통해 선정됩니다.
　*인스타그램 외의 SNS 계정 또는 비공개 인스타그램 계정은 이벤트 응모가 불가합니다.
　*본 이벤트는 당사 사정에 따라 안내 후 중단 또는 변경될 수 있습니다.
　*본 이벤트는 중복 참여가 가능하나 중복으로 당첨될 시 1인 1경품만 지급됩니다.
　*이벤트 내용, 경품 내역 및 수량, 당첨자 발표일, 배송 일정은 당사 사정으로 안내 후 변동 또는 지연될 수 있습니다.
　*경품은 국내 배송만 가능하며, 부정확한 개인정보 입력에 의한 오배송은 재발송되지 않습니다.

#팝업스토어 #농심특별상점 #인생을맛있게 #농심 #nongshim

문의 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
게시물 담당자 | 중앙집행국장 이유진",0
357,"[비대위] 25-1 기말고사 간식 배부 2일차 13시 타임 줄 마감 안내

안녕하세요.
전진숙명 제 57대 총학생회 비상대책위원회 '선명' 간식국입니다.

2일차 13시 타임 배부(250세트)를 위한 대기줄이 마감되었습니다.
이후 14:30~16:00 스타벅스 시그니처 밀크티 325ml 선착순 배부가 진행됩니다. (물품 소진 시 조기 종료될 수 있습니다.)

25-1 기말고사 간식 배부에 많은 관심 감사드리며, 숙명인들의 기말고사를 응원합니다.
감사합니다.

문의 창구 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
구성 및 제작 | 재정사무국원 김채현
게시물 담당자 | 재정사무국장 엄서윤",0
358,"[비대위] 스타벅스 시그니처 밀크티 325ml 추가 배부 안내

안녕하세요.
전진숙명 제 57대 총학생회 비상대책위원회 '선명' 간식국입니다.
14시 30분부터 스타벅스 시그니처 밀크티 325ml 900개 추가 배부가 시작됩니다.
해당 행사는 간식 배부와는 별개의 행사로, 학생회비 미납부자 및 기말고사 간식 수령자도 추가 수령 가능합니다.

밀크티 추가 배부 번호표는 14시부터 배부 예정입니다.

위 사항 참고 부탁드리며, 협찬해주신 스타벅스RTD에 감사드립니다.

문의 창구 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
구성 및 제작 | 재정사무국장 엄서윤
게시물 담당자 | 재정사무국장 엄서윤",0
359,"[비대위] 13시 타임 번호표 배부 안내

안녕하세요. 
전진숙명 제 57대 총학생회 비상대책위원회 '선명' 간식국입니다.

13시 타임 번호표는 12:30부터 줄 서신 분들에 한하여 배부 예정입니다. 

혼란 방지를 위한 조치이오니 양해 부탁드립니다.

문의 창구 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
구성 및 제작 | 재정사무국장 엄서윤
게시물 담당자 | 재정사무국장 엄서윤",0
360,"[비대위] 25-1 기말고사 간식 배부 2일차 10시 타임 줄 마감 안내

안녕하세요.
전진숙명 제 57대 총학생회 비상대책위원회 '선명' 간식국입니다.

2일차 10시 타임 배부(250세트)를 위한 대기줄이 마감되었습니다.
잠시 후 13시 타임 배부(250세트)가 진행될 예정이오니 학우분들의 많은 관심 부탁드립니다.

숙명인들의 기말고사를 응원합니다.
감사합니다.

문의 창구 | emergency57@sookmyung.ac.kr
공식 인스타 | @smwu_stdcouncil57
구성 및 제작 | 재정사무국원 김채현
게시물 담당자 | 재정사무국장 엄서윤",0
